subject,compatibility,ratings,ratings_raw,rts,insula,rcz,insula_neurosynth,acc_neurosynth,dacc_neurosynth
7,1,63.78136402,350.26,0.34,-1.526853302,-0.246615941,-1.682283983,-2.293476949,-2.884864443
7,2,-93.20074119,179.03,0.392,-0.200159596,-2.283778981,-0.274076567,-1.161062472,-2.675841759
7,2,-71.42703661,160.8,0.538,0.740160315,0.353626366,1.089976238,1.442684019,1.539587803
7,2,-50.98279582,213.85,0.419,-1.275613668,-0.628534081,-0.926650883,2.608540446,2.558692898
7,2,-151.440549,146.82,0.297,-0.974312005,-1.025906653,0.474737356,3.599413425,3.42894325
7,2,-3.576682513,276.6,0.363,1.572966921,-3.681271126,2.23973216,-2.759219699,-2.259211255
7,2,-24.25663193,262.77,0.338,-1.703637947,-2.059089266,-1.610970363,-3.694945484,-2.515478351
7,2,7.775220363,274.8,0.411,-2.316693906,-0.296912961,-3.257953957,-0.628237426,-0.774481323
7,2,65.41311515,318.19,0.463,-1.906048743,2.638783117,-2.068227366,0.593212574,2.078712904
7,2,-13.81859551,278.14,0.32,-0.810594339,-1.099137105,-0.348947468,-2.087964423,-0.587249449
7,2,30.40129321,307.29,0.375,-1.42700376,2.318413454,-1.30835001,1.340123657,2.507065916
7,2,-91.09279582,173.74,0.419,0.437250043,-0.399648175,1.514862214,-1.967050577,-1.250851986
7,2,49.06708277,297.46,0.479,-1.852500397,-2.281678774,-2.46984399,-5.804338574,-5.632978273
7,2,-52.63702649,180.96,0.533,1.386480551,-0.168507644,0.217559598,-0.960568931,-2.247352557
7,2,37.58331749,317.76,0.363,-1.457762861,1.229747024,-1.501181561,3.292748928,3.085756193
7,2,-57.53460765,232.78,0.326,0.176397342,-3.096870896,1.047730118,-1.180261601,-0.924658247
7,2,22.57099981,259.73,0.52,-5.656219784,-2.514719982,-4.227842456,0.634137198,-0.346758488
7,2,17.25118192,279.07,0.43,-3.689860382,-0.882988331,-3.605567557,-0.372992698,0.529896881
7,2,25.99516978,286.17,0.436,1.128470519,3.789372632,1.071118009,0.178053563,1.902210605
7,2,27.4831455,284.37,0.448,-1.74186571,1.353405877,-0.546227454,2.398810618,3.05243833
7,2,-97.13069061,181.95,0.367,-2.399226308,-1.984009969,-2.398912796,-0.094141187,0.592182759
7,2,-24.95071084,251.39,0.377,0.451754648,-2.66624413,1.717676058,-0.621752932,-0.559412402
7,2,-47.21060967,242.83,0.327,-0.169674863,1.412085517,-0.731765075,2.102152525,3.175561931
7,2,-30.44865621,253.29,0.35,0.17981788,3.065262606,-0.610279901,4.100303054,5.519655124
7,2,25.01731546,304.92,0.364,1.226339423,1.550208427,0.13116465,-2.401032833,-2.974109245
7,2,4.465018022,244.09,0.511,-2.009790152,-0.517050581,-2.418792304,-1.712924551,-2.493230375
7,2,61.02732558,342.3,0.359,-5.545866602,-2.726835762,-4.358948803,-1.782784855,-1.288491997
7,2,-25.71875738,244.32,0.4,1.174081814,-3.884669354,2.258661652,-0.336105257,0.823909127
7,2,26.91737617,315.04,0.334,-4.054618766,-0.784769999,-3.802666962,-1.321670122,-0.994296436
7,2,88.49506861,334.97,0.486,-2.969390833,-1.329231787,-0.397143659,2.038105868,0.126175965
7,2,24.27531142,303.63,0.366,-0.894419677,-2.062452153,-0.669093274,-2.771785349,-2.035401307
7,2,-19.2726643,263.37,0.354,0.919504851,4.449651643,1.424157935,1.755706115,3.921977007
7,2,30.15526083,302.66,0.391,-3.360482552,-5.755079746,-2.620042872,-4.023116693,-4.871186484
7,2,-30.31073108,243.29,0.387,-2.36738334,-0.323304827,-2.144436935,-1.467697894,1.095468134
7,2,-2.664961743,239.7,0.501,-2.726731282,-1.762094049,-3.143939054,-2.881722692,-3.799800085
7,2,61.1693701,348.47,0.337,1.168845912,1.279650562,0.817719192,-0.566880136,-0.551791915
7,2,-43.52866633,238.84,0.355,-2.949751165,-1.911280925,-1.475953162,-1.431158961,-1.058250418
7,2,66.14136402,352.62,0.34,3.702252614,-5.634837998,4.009989542,-2.107136115,-4.039475949
7,2,0.289289159,276.63,0.377,-3.414858818,-2.570272019,-3.137816733,-1.805683188,-1.042461872
7,2,-64.9766724,216.57,0.358,-0.389330318,0.790608661,-0.062014807,2.005367361,2.356940741
7,2,62.06302409,302.51,0.508,-1.304728037,1.780149585,-1.404883826,1.275725545,1.838915467
7,2,-28.09283629,231.26,0.439,3.152919757,-2.218957302,3.770115757,-3.160749875,-2.935039295
7,2,26.48118192,288.3,0.43,1.751736359,-1.496594737,2.530328825,-0.196535538,-0.309525248
7,2,36.85931951,317.31,0.362,-2.785137936,-2.249016119,-3.053499806,-2.231297933,-0.845078532
7,2,5.884906735,230.44,0.566,0.355355286,-1.581375533,0.414014406,-1.125798682,-1.529622451
7,2,-53.68460765,236.63,0.326,-5.16262008,-2.602835919,-4.499746418,-2.315726576,0.172634654
7,2,-42.48869668,235.77,0.37,-1.085661902,-1.611653565,-1.107711756,2.04374391,1.800352063
7,2,40.50925881,312.74,0.392,1.174613015,-5.491166968,2.096041337,-2.595424607,-2.586217788
7,2,35.92922846,304.05,0.407,-1.369291658,-5.265621857,-1.885792853,-6.423520088,-6.249300863
7,2,-29.13470882,247.48,0.376,1.153731178,1.742725404,3.069751644,1.002158184,1.175229965
7,2,50.90121227,316.83,0.415,-1.748917904,1.288458807,-2.690699053,1.249408768,0.414391074
7,2,15.2752406,285.04,0.401,-2.144419723,1.05561783,-3.474052346,1.259712812,1.32131865
7,2,40.73127297,314.88,0.385,-1.358508102,1.586080201,-3.557394493,-1.660910409,-0.264241281
7,2,-33.59670275,243.84,0.373,-0.11912135,-0.958154217,0.347116923,-1.165723332,-0.870492332
7,2,72.62324667,343.21,0.398,-0.612522114,-1.440096367,-1.141410154,-0.308178898,-0.599513515
7,2,2.367183942,264.46,0.429,-6.216194228,-6.184356263,-5.963264212,-4.553926557,-4.635313485
7,2,26.50131344,306.13,0.365,-1.252970935,-1.776453359,-2.492622182,0.383338111,-0.625808353
7,2,49.07727499,323.5,0.384,1.659974274,0.58745666,0.952862024,-0.860096192,0.698450125
7,2,-9.804617765,279.14,0.331,-1.341200085,-1.99034227,-0.722884243,-4.636904389,-4.748322767
7,2,0.579339744,283.77,0.352,-2.863145671,-2.55242002,-3.210562029,-1.020477175,-1.223189437
7,2,58.56919811,322.58,0.422,3.091822994,-2.294253125,2.68652138,-2.691671354,-3.305972943
7,2,52.52132356,333.52,0.36,1.063705959,0.166414862,0.199320165,0.69857138,0.827924528
7,2,-116.4427048,160.72,0.374,2.177864993,-1.625312769,1.943911564,-1.904500287,-0.593505645
7,2,25.76301398,264.84,0.513,-1.408009822,2.496614658,-2.256608728,3.680805027,4.049514055
7,2,-5.642623835,282.48,0.334,-4.059082822,-1.570863346,-3.813829732,-2.098106859,-0.688357521
7,2,39.46727499,313.89,0.384,-4.65466798,1.303503516,-5.805233002,0.12180222,1.524928092
8,0,44.70012474,307.76,0.385,-0.633882236,0.873884253,-0.187061673,-0.487309049,-0.408493545
8,0,74.05931102,323.9,0.426,1.413559647,1.182077066,2.405234155,-1.018798027,-0.735002491
8,0,36.70012474,299.76,0.385,1.248282271,-0.41494019,1.200621825,-1.060121985,-0.893905274
8,0,51.17868641,338.42,0.31,0.618529677,-4.518926043,1.237232012,-5.221630573,-5.918819697
8,0,-68.93826981,180.58,0.427,5.494344122,2.645703827,6.228043103,2.749949858,1.318728112
8,0,11.9467247,251.47,0.458,-1.336056521,-0.676630884,0.03085186,-3.857501581,-3.682153401
8,0,-19.92391089,237.01,0.404,0.33088727,0.380592109,0.119000149,-0.895975726,-0.636071995
8,0,81.94588901,268.27,0.623,-1.157238994,2.186087916,-0.686780304,-1.165055834,-1.476878451
8,0,27.55320148,312.86,0.316,3.032929402,0.643090555,1.977587169,-6.026272267,-5.941910702
8,0,-213.6367985,71.67,0.316,5.265514324,3.828884162,4.765180075,-2.169330463,-2.131819785
8,0,13.57206447,284.37,0.361,-0.928701376,-1.082731595,0.682062372,-4.117128216,-3.344520175
8,0,66.00868641,353.25,0.31,1.008677841,-2.856670035,1.6841901,-2.153143056,-2.271247102
8,0,4.205620658,289.19,0.317,1.537277928,-3.429827652,1.474469221,-3.893600941,-4.911628853
8,0,56.26382608,304.17,0.432,1.384845738,-1.385434159,0.503207473,-0.681837783,-0.234063636
8,0,88.72188635,328.89,0.456,2.479333369,-0.249609589,1.396113431,-2.611462526,-1.33945155
8,0,48.45721513,299.91,0.421,3.791151291,-2.614387343,2.174167201,0.679575611,-0.813303488
8,0,-37.17180401,238.14,0.347,1.283365784,-0.220913565,0.104986339,1.25069501,1.62795425
8,0,27.98979046,269.77,0.451,-4.056940857,-3.577222197,-4.786457038,-2.264801602,-2.071789309
8,0,50.97948914,331.45,0.331,-4.772241705,-6.478638636,-3.664576924,-5.943570465,-6.660466422
8,0,58.31011375,301.38,0.447,-1.6484684,1.482203418,-1.003828055,-1.075135168,0.013425205
8,0,-34.59245059,238.14,0.355,-3.157098908,-5.279253232,-2.893116826,-3.764231846,-5.23534327
8,0,42.78447266,293.27,0.424,-0.832383459,-3.208025844,-1.396424528,1.479894848,1.329369078
8,0,47.72223161,329.16,0.328,-0.197684308,-3.59570869,-0.865272954,-3.944053516,-3.842534993
8,0,3.559645295,274.68,0.36,1.978496627,3.683483325,2.397009364,0.008169373,1.435534271
8,0,30.04061516,305.03,0.348,-0.178448607,-0.433178968,-0.537314999,-1.849631522,-3.796185742
8,0,57.94899872,326.49,0.368,3.876606966,0.334929256,3.108690387,2.275772646,1.988436886
8,0,-5.969395825,249.03,0.41,-1.312802134,-0.856166352,-1.566325191,-3.738217868,-2.422469766
8,0,73.83414937,323.03,0.428,0.97822581,1.171005613,1.331888369,-1.017620362,-0.087073227
8,0,12.91205348,263.72,0.423,0.286620814,0.216503141,0.152800459,-3.072905995,-1.387242955
8,0,41.53462881,282.67,0.453,-0.539270324,-1.552860748,-0.340451097,-2.05081641,-2.490060495
8,0,-25.4221273,248.6,0.351,2.218804598,0.837636027,1.957914984,1.003955155,0.992036455
8,0,98.60236579,330.71,0.481,2.219365923,0.956476524,1.414841075,-0.618429444,-1.136383152
8,0,-67.00810267,193.15,0.394,3.190741062,2.526281605,3.498860806,-1.531418108,-0.142881732
8,0,-21.56648622,245.04,0.374,0.337508219,-0.996117116,0.364697157,-2.261145484,-1.838738014
8,0,47.28867543,314.54,0.372,-2.318445766,-4.341730557,-2.417569292,-3.942206711,-5.526915177
8,0,-22.04859309,226.18,0.431,-4.023644071,-5.625749011,-3.97807502,-2.936770566,-2.912526105
8,0,18.82546451,313.16,0.288,-0.380111498,0.181860576,-1.034670551,-1.275984302,-0.853896271
8,0,-50.40232741,153.01,0.57,3.512664211,3.242159944,3.296968088,1.424462719,0.396985443
8,0,28.67738227,290.77,0.388,3.394153589,2.179585871,3.467650032,0.385379789,0.902538385
8,0,-100.9382808,128.59,0.489,0.987556904,1.637615904,1.628750353,-2.630296439,-1.664300735
8,0,-0.887445099,281.84,0.324,-0.839347032,3.86133875,0.131621983,-1.875790918,-0.348327348
8,0,-0.165683489,259.67,0.395,1.09642053,2.376410516,1.596618491,3.111715168,4.213539217
8,0,-56.92277388,214.52,0.359,-1.645195989,3.772909767,-0.619684441,-2.560441956,-2.507436519
8,0,23.63705898,284.44,0.392,-0.087058532,-0.990510039,0.32627035,-1.953643605,-1.710279142
8,0,35.89013572,318.94,0.323,-4.621155124,-1.804132618,-4.353134274,0.710724457,0.541844871
8,0,61.47947816,321.96,0.393,0.316349045,-2.140934059,0.359878139,2.319260702,1.876740377
8,0,-79.20005339,153.23,0.48,4.020764464,4.275896386,3.515559953,3.166545324,1.298462818
8,0,-95.25666435,140.72,0.469,2.396281316,-0.175622151,3.251592177,-1.20105434,-1.544494419
8,0,-37.84633007,219.41,0.403,3.202827008,1.504460937,4.337334621,0.430485465,-0.315290181
8,0,-104.2079465,146.6,0.423,1.99417271,1.131809864,2.734094739,-1.988414306,-3.564650043
8,0,75.08093845,351.36,0.344,2.124570988,-0.901273739,3.374829173,-0.020434862,-2.071391108
8,0,17.58013572,300.63,0.323,0.894518128,-1.944409439,1.106856017,-2.310181148,-2.843817323
8,0,69.42158503,348.28,0.336,0.399471783,1.121441314,0.344371379,-0.263975697,-0.86441742
8,0,28.76142888,316.97,0.307,4.179162302,1.576596995,3.980740547,4.934401974,4.047591189
8,0,-71.40229444,191.98,0.384,4.941015394,3.896400762,5.25318085,0.993705406,1.290739315
8,0,-179.5235766,98.69,0.338,0.125932001,-2.255857458,1.309838279,-1.919002678,-3.554133819
8,0,-4.956965659,269.71,0.349,-0.642390116,0.232994313,-1.137720501,-1.693080129,-2.435435155
8,0,-210.2158396,58.97,0.366,2.626038617,4.590026724,2.277300391,-0.951012956,-1.309153756
8,0,27.51348082,234.15,0.56,0.533458037,1.434936541,0.137162186,-3.018498518,-2.223972905
8,0,30.41530836,334.1,0.259,-0.506070603,-1.664994028,-1.093810974,-0.632215421,-0.033571202
8,0,73.92366993,331.18,0.403,1.425696391,1.747339921,-0.24002302,-0.005347453,0.495320183
8,0,-70.39534921,210.72,0.329,0.494992728,1.3168818,-0.445960779,0.227274983,1.406086214
8,0,-78.53697665,176.14,0.411,-0.325471843,2.255978205,0.106397795,-3.968975082,-3.940920757
8,0,56.84206447,327.64,0.361,-0.434779161,-0.759870481,-0.480503656,-2.267811319,-2.058165936
8,0,-156.7192617,48.95,0.563,0.794012046,-1.145270796,0.590520701,-4.77153033,-4.660735224
8,0,-9.918582106,258.3,0.369,2.460267506,1.818453312,1.592418592,-0.949420223,-0.653228604
8,0,53.36334664,309.33,0.407,2.172905514,1.727453044,2.218063313,3.819289036,2.156074811
8,0,62.87594395,349.15,0.313,1.178116464,3.17516948,1.595165322,-2.13360282,-1.986510865
8,0,36.01368092,313.26,0.341,-0.905690007,-2.682946961,-0.704005324,-7.185007215,-7.106975949
8,1,51.08623427,278.68,0.495,2.041043683,2.063659681,1.869305271,0.408562149,-1.439734261
8,1,-46.91794652,203.89,0.423,1.487855409,-1.396434872,1.725243396,-0.406146437,-1.412661831
8,1,60.85769457,304.25,0.446,2.259294805,0.708398491,2.304375744,-1.888767034,-2.470939626
8,1,32.55060418,287.55,0.41,1.605734209,0.071794553,1.526590551,-1.589199089,-2.256783905
8,1,48.59268907,281.99,0.477,2.045265091,2.197211608,2.200152445,-0.642879375,-0.635173855
8,1,-15.57020954,226.21,0.451,0.376406402,4.400021973,0.066870453,1.309230919,1.994979775
8,1,48.22754941,320.96,0.355,4.264009727,1.446126309,4.44401927,2.424250634,2.190144746
8,1,32.29350279,278.91,0.436,1.511534689,1.641052225,1.258668934,-3.271408796,-1.945960993
8,1,71.93028089,325.64,0.414,2.509676858,-2.644397292,2.669556135,-6.330340475,-7.133934394
8,1,37.97686986,248.16,0.549,4.764644598,2.457120004,3.856682527,-3.026056781,-2.118600693
8,1,-48.72101227,199.83,0.43,-0.53100271,-2.377701072,-1.823307976,-1.043021526,-1.156169619
8,1,-37.40811365,202.76,0.456,-0.439589915,0.318170131,0.554508527,-2.200782068,-2.706330051
8,1,105.4339603,304.01,0.585,-2.583182749,-2.108902247,-2.549782471,-3.590278402,-3.478306325
8,1,-38.18859309,210.04,0.431,-0.990912517,1.618226389,-0.094682918,-3.735555083,-3.827968312
8,1,-12.54615194,275.34,0.308,3.436167102,-0.168788011,2.424461732,1.189940142,1.654364616
8,1,-74.81036569,176.32,0.422,3.656022348,1.385020933,2.734993371,0.86109705,1.745984208
8,1,74.82640141,313.06,0.462,0.863095721,-3.077056659,1.096799496,-2.879921466,-3.594189934
8,1,6.353023353,261.03,0.411,-0.107794761,-2.432907569,0.002319583,-1.462008455,-1.998290712
8,1,-90.61585063,158.58,0.428,2.092124067,-0.096551863,2.075468022,1.114594357,0.66163728
8,1,8.920760326,254.57,0.439,1.04414943,-2.041382326,0.676619485,-1.632927705,-1.917089613
8,1,35.02723711,326.46,0.297,4.127270172,-0.164864446,3.495111775,2.805913404,1.803082531
8,1,37.94206447,308.74,0.361,-4.737580412,-5.350764024,-3.6296884,-9.048258781,-9.620616125
8,1,-77.96502592,204.44,0.325,1.488830187,3.073495689,2.448441672,-0.401796824,-1.173781538
8,1,-4.114546481,270.23,0.35,1.959101213,-2.747144398,1.890494093,0.893552112,1.708485862
8,1,-90.92811365,149.24,0.456,4.290013345,4.921889606,4.044022775,0.670178824,0.580706269
8,1,87.17640141,325.41,0.462,-2.489738281,-2.45890501,-2.387096087,-1.575416891,-0.556320817
8,1,-39.91180401,235.4,0.347,-0.392274844,-1.899842027,0.246170521,0.598138045,0.49378186
8,1,53.70414937,302.9,0.428,0.15815198,0.448561568,0.361271451,1.498665788,1.202676411
8,1,-65.13295201,175.68,0.454,6.084045912,2.942701945,4.920787847,2.772966541,2.258651589
8,1,43.25768358,266.66,0.508,2.435169866,2.864872939,1.445271651,0.475812831,1.012925256
8,1,-47.7900424,204.63,0.418,2.931503446,3.259613137,2.534873548,0.184968835,-1.026049976
8,1,-59.20568349,200.63,0.395,1.506864013,0.0021786,0.954319448,2.468669307,0.663767776
8,1,39.22430552,279.07,0.457,0.227760472,0.158380427,-0.745079421,-1.972968566,-1.338522045
8,1,50.28513023,323.34,0.354,4.85414308,2.334841521,4.312804389,1.588934577,2.060824392
8,1,-14.8803547,256.24,0.36,-0.488846411,1.67483366,0.679838654,-5.635306954,-4.977934578
8,1,-14.83589458,154.4,0.676,2.479602425,2.471741146,1.901684186,-2.346543036,-1.657578071
8,1,-104.2197301,129.5,0.476,-3.287187175,0.174941803,-1.855657892,-4.790758625,-4.491412194
8,1,-114.5481246,105.63,0.518,2.266599258,4.64534102,3.811340632,4.94049491,5.802180767
8,1,79.32042605,303.69,0.505,0.081952344,2.770876643,0.843270096,5.087032586,5.864562698
8,1,-8.674412307,216.34,0.503,1.845038565,2.736114828,1.107891549,0.838532919,0.504824683
8,1,-40.35343145,208.52,0.429,3.141613446,4.175859602,2.200047904,2.951259427,4.129475003
8,1,-22.83860408,205.4,0.493,1.173784658,1.589324338,0.871433846,0.159000346,1.75848261
8,1,80.44285621,324.48,0.444,1.388367935,0.283879566,-0.31682846,-0.150432343,0.888250819
8,1,9.218195986,284.53,0.347,-3.431618239,-0.187060677,-3.672763133,-2.971664894,-2.39646228
8,1,23.50786171,277.54,0.413,-3.896470346,0.884024577,-3.134060144,-6.633746684,-5.699977253
8,1,-64.09843694,174.78,0.46,3.340890135,2.328700028,3.047823095,-0.699151503,-0.959331518
8,1,-26.32615194,261.56,0.308,3.709027039,2.812024813,2.900227249,0.586055653,-0.473290676
8,1,-206.2061849,21.71,0.494,1.234552336,-3.166612167,1.609067778,-3.591244049,-5.605397888
8,1,26.90156306,265.78,0.46,4.050840729,-0.357688306,4.436528993,1.780234056,2.126064687
8,1,96.90914388,336.11,0.459,2.584442732,0.698235341,3.792456239,-0.935745416,0.278856832
8,1,-12.36343145,236.51,0.429,1.315808208,0.095635657,2.573153794,-3.377734557,-3.14023418
8,1,-79.52763421,152.58,0.481,-0.030519235,-0.179033961,1.985342564,-1.673590392,-2.47642358
8,1,-31.20585063,217.99,0.428,5.288600156,3.186144575,5.083326972,0.384701571,-0.974270528
8,1,40.41560967,305.41,0.379,2.595954857,1.491191184,2.3089091,0.429042612,-1.4001378
8,1,79.95414937,329.15,0.428,-0.283607453,0.01044788,0.547493696,-2.894848704,-2.290422588
8,1,-65.58439033,199.41,0.379,4.9069768,1.778262665,5.205408132,-0.164779657,-0.809850603
8,1,-20.62068898,229.22,0.426,1.682440293,3.255455488,2.192090952,0.385874509,0.133952771
8,1,-151.7858506,97.41,0.428,0.233708468,0.084762135,0.479454594,-1.521361323,-3.647262978
8,1,-66.93084513,192.26,0.397,1.385612331,1.714129279,1.246678101,0.143651118,-1.069785389
8,1,-62.61406704,203.67,0.375,0.254760744,0.028465785,0.700949918,-1.702011243,-2.211160696
8,1,38.8543275,318.68,0.333,-0.937429166,0.374474697,-1.61041556,-1.779964838,-1.7322213
8,1,-149.8366534,106.13,0.407,0.206323215,-0.417234749,-0.705333367,-3.094980285,-3.952818798
8,1,-123.3248808,129.74,0.416,-0.368292794,-0.17276104,-1.027235333,-5.356560498,-6.426639619
8,1,-36.45454648,237.89,0.35,-1.562794393,-3.291734388,-1.971982056,-2.340921462,-1.964304406
8,1,-95.23826981,154.28,0.427,-3.198701055,1.048314333,-3.136683488,-4.650246307,-4.769796791
8,1,-11.56906155,264.71,0.344,-3.054956417,-2.642514197,-2.069729687,-0.882082753,-1.477190093
8,1,64.34270006,317.73,0.415,1.251070854,-0.566369682,0.974195961,-3.09607888,-2.943993117
8,1,3.977393257,286.06,0.326,2.423486809,2.005989829,1.152737745,-0.383909905,-0.617426597
8,1,-34.21729994,219.17,0.415,-3.379211338,0.245551829,-2.196633992,-10.48925573,-10.75597404
8,2,93.53817401,328.87,0.471,-3.223909629,1.005349324,-3.144379508,1.73387132,2.947307125
8,2,89.27060418,344.27,0.41,-0.055094055,0.438460811,0.127181387,-2.067418117,-3.492586696
8,2,61.01222062,322.46,0.39,-1.006653296,-0.429192417,-0.698466682,-3.691059783,-5.357237878
8,2,117.831363,286.1,0.679,-0.797029104,0.262021828,0.052484825,-2.42859547,-2.790407886
8,2,32.53156306,271.41,0.46,0.889118011,-0.349468244,0.596070326,-3.592644766,-3.871756263
8,2,76.62012474,339.68,0.385,1.334110286,-2.167114854,1.698625565,-3.274829894,-2.681121987
8,2,103.2339822,341.79,0.461,1.305874865,-1.215277929,1.296681255,-2.648182917,-2.694996481
8,2,-134.7337877,52.88,0.619,1.569957568,0.722453789,1.191002419,-2.24758447,-2.2499091
8,2,24.72110559,311.64,0.311,3.434166908,-2.808790483,3.528544623,-1.77468884,-0.775638183
8,2,-17.95455747,236.4,0.412,0.907376826,-3.943002876,0.688545507,-1.931056621,-2.484712163
8,2,27.11319049,292.43,0.378,-1.250090641,-4.311780829,-1.123201955,-3.095782161,-3.204922469
8,2,14.11576582,269.76,0.408,0.040568885,-2.33588922,0.073712658,-3.333806626,-2.932674056
8,2,-5.577790365,235.88,0.452,1.499773056,0.437967811,1.064762643,-4.434538126,-3.785306858
8,2,65.44302335,320.12,0.411,2.437748153,0.120272953,2.109019724,-1.993361074,-2.480559551
8,2,69.19621229,256.81,0.619,3.982388471,-0.208647613,3.581761134,-3.471550016,-2.062308341
8,2,29.19189733,289.35,0.394,4.805920704,0.530708448,3.087533079,-3.55532293,-2.352646033
8,2,-8.948269805,240.57,0.427,-5.294245594,-1.780370464,-5.370036584,-1.915801166,-3.853951257
8,2,10.73722612,282.18,0.359,-3.066596088,-2.086624337,-2.053563306,-2.319221213,-1.748359582
8,2,-24.10374375,243.47,0.371,-0.010380163,0.806316544,0.667301179,-1.080232142,-0.437595486
8,2,45.27608911,302.21,0.404,0.987446729,-0.554381914,-0.695582503,0.463417243,0.804236511
8,2,-8.930209543,232.85,0.451,-0.407307969,-3.960225105,-1.06973268,-1.654763724,-1.502506477
8,2,-10.55988625,232.51,0.447,0.654780586,-7.058411686,-0.159738698,-3.464257203,-5.67376115
8,2,-21.93825882,247.57,0.365,2.444606088,1.156014775,2.251475658,-0.722474117,-1.283729419
8,2,-94.75633007,162.5,0.403,5.385140457,3.814249704,4.901977348,1.148511291,0.908979352
8,2,3.150938453,279.43,0.344,2.88592758,0.952308902,3.28617906,-1.467354964,0.247115187
8,2,34.73946717,275.23,0.455,-2.254614632,3.433784046,-2.719205585,1.45541208,2.752932539
8,2,-4.265839639,264.92,0.366,-2.334869707,-8.109984021,-2.508113177,-4.111461475,-4.405479037
8,2,33.28883158,291.19,0.401,-0.48712208,0.011394913,-1.092605691,-0.151646972,0.574895231
8,2,30.26899872,298.81,0.368,2.015715587,0.749160187,1.342847124,2.038430844,3.247220257
8,2,43.86931102,293.71,0.426,0.933052165,-1.284677868,0.17974413,-2.689589493,-2.411593321
8,2,7.349913642,179.81,0.666,-0.362778399,3.586418792,-1.040711168,0.860616985,0.956168898
8,2,-46.83374375,220.74,0.371,-1.988304806,-0.213327881,-2.596798623,-0.766600293,-0.274156153
8,2,63.90559868,308.91,0.441,-0.549088981,0.044254695,-1.0320572,0.206041262,-0.003103034
8,2,58.30688085,288.48,0.487,2.194713119,0.59370023,0.546528196,3.530018263,3.928566922
8,2,14.06915487,273.26,0.397,0.779184495,2.987203134,-0.102898798,3.514354043,4.13846159
8,2,24.16932201,294,0.364,0.284458413,-1.433156195,-0.134088635,-0.785424907,0.160072942
8,2,-18.97814662,161.22,0.642,1.154930004,4.983243817,1.373652217,2.802713268,3.79727006
8,2,63.5761001,340.5,0.342,-3.972373649,-3.835930906,-3.538926035,-0.446031115,0.30935648
8,2,82.20446167,312.7,0.486,1.583759344,1.314195253,0.19631227,3.16122441,2.825251176
8,2,-4.647612238,267.44,0.357,-2.250992292,-3.550779041,-2.896007794,-2.980332695,-3.849334831
8,2,20.49368092,297.74,0.341,3.155269166,-0.290008436,2.60254052,-1.365516662,-0.533758494
8,2,57.14559868,302.15,0.441,-4.89373625,4.555284174,-4.55452615,5.55802824,6.564496963
8,2,-9.599864276,273.45,0.323,-7.035660166,-5.885104054,-7.431385171,-7.339104891,-7.679452212
8,2,-42.80359859,195.43,0.462,1.549218448,2.59803484,0.954795464,-1.643665735,-1.619716291
8,2,59.2528672,323.28,0.382,2.387075647,3.400940243,2.194385258,0.952501583,1.782744546
8,2,29.7125549,312.44,0.324,2.424291748,1.580670252,2.691162297,-0.012447095,-0.452179199
8,2,-108.5093848,166.48,0.348,2.379021726,1.825913423,2.583316824,-1.799682517,-1.429406428
8,2,-5.990834145,273.19,0.335,5.54192006,2.979748048,5.780687726,4.832998276,5.295648388
8,2,42.70352477,329.3,0.312,1.973966596,-1.173353664,3.111690027,-2.670247746,-1.919026049
8,2,51.40916586,330.59,0.335,0.768028843,0.6411558,1.015217876,-0.694698732,-1.309671583
8,2,-33.63745609,229.1,0.386,2.041462581,4.112589086,2.236758946,-1.456131462,-2.971611139
8,2,-41.35583964,227.83,0.366,-4.165449569,0.214259922,-3.060001731,-5.766863048,-7.837661888
8,2,52.11319049,317.43,0.378,-2.923905385,-2.608899581,-1.689272973,-3.394826084,-4.55675434
8,2,56.15205348,306.96,0.423,1.138995452,2.220537888,1.303260756,-2.624597764,-4.324937105
8,2,-53.55842596,205.31,0.398,5.077916559,4.605084909,5.349361122,2.884623423,2.409371576
8,2,42.00656855,290.88,0.429,0.590424625,2.361383896,2.124631095,-0.737207105,0.423299462
8,2,47.46529737,331.16,0.321,2.832049326,0.788354152,2.664591682,-0.178908527,-1.280624087
8,2,64.90916586,344.09,0.335,-1.527592913,-4.318757296,-1.647213301,-2.658900052,-5.078956189
8,2,24.3664124,282.59,0.4,0.466919771,1.420695533,0.47932587,-1.657001197,-1.787146535
8,2,-140.571804,134.74,0.347,1.673022444,1.469073466,1.181759591,-0.469189734,-0.554072386
8,2,-42.55228345,240.82,0.322,-1.779859528,-1.081717363,-1.90001168,-3.327035293,-3.944450814
8,2,53.97077131,319.61,0.377,-1.39297741,0.328533016,-1.341644189,-5.978585571,-6.673285173
8,2,-14.10906155,262.17,0.344,0.872617919,0.980695024,0.443506815,-4.70284608,-4.502103225
8,2,-101.9939329,114.96,0.528,-0.570969185,0.145434428,-0.678240226,-1.944521349,-0.387191995
8,2,37.21948914,317.69,0.331,-2.458301243,-0.861620621,-1.826783862,-2.381663848,-2.624155221
8,2,-40.77712181,243.24,0.32,1.646710604,3.498945694,1.010969824,1.563455931,3.071482674
8,2,-177.6472999,75.74,0.415,1.084909691,0.456735193,1.179471172,-2.657548327,-3.434171902
8,2,20.90625625,288.48,0.371,-4.326363752,-4.090908992,-3.574226096,-9.790655434,-9.986022286
