subject,compatibility,ratings,ratings_raw,rts,insula,rcz,insula_neurosynth,acc_neurosynth,dacc_neurosynth
1,1,-33.92483931,243.22,0.439,-5.054285451,-3.932177374,-4.540811765,-3.48396866,-0.170187972
1,1,-46.5429003,234.04,0.333,-4.258176189,-4.088262702,-4.329483795,0.155539441,-0.358111124
1,1,36.52492701,317.27,0.328,-2.893096918,1.015714141,-2.249441999,-4.656730473,-3.896385815
1,1,34.7440354,312.57,0.418,-8.376609652,-7.405516373,-8.788580632,-10.21243891,-10.69671589
1,1,-6.5411237,267.49,0.535,0.241487994,-1.650283462,0.189132521,1.427923894,0.116598104
1,1,-28.38154133,247.92,0.465,0.761398789,-2.798983121,1.632889159,1.027595348,0.926903724
1,1,-19.48449957,256.59,0.472,-1.65673286,-2.046494725,-2.382683119,-1.67697577,-0.803111057
1,1,-16.20978628,262.2,0.4,-1.235992954,-2.499731108,-0.932038805,-4.995335042,-6.077605538
1,1,13.01736155,293.73,0.329,-3.861262409,-3.328935065,-4.015549052,-5.252274528,-5.12425829
1,1,6.525082795,284.87,0.402,-2.868555439,-2.239360753,-3.620827895,-1.643013511,-3.331004075
1,1,-25.08263845,255.63,0.329,2.815816845,2.248603737,3.460164648,2.806708403,2.558347173
1,1,-4.427429635,275.15,0.364,-0.40076342,0.419362135,-0.117440875,3.096936464,1.311238083
1,1,-9.349942065,271.46,0.326,5.525169209,4.649389876,5.080505693,-0.93978222,0.222222673
1,1,-8.125363011,268.76,0.447,4.939313437,-1.076351596,4.091262281,3.485811859,2.900326813
1,1,54.03230852,333.48,0.368,-4.841256361,-4.343634514,-4.517902362,-5.177658096,-3.939485975
1,1,10.89717759,290.28,0.37,5.029927906,4.340338964,5.722947407,6.883757472,5.786278725
1,1,31.74889122,284.73,1.184,6.63764788,6.82580914,6.280595732,7.969621599,7.378658274
1,1,27.87414146,308.23,0.34,2.082470848,0.487642507,2.233389211,5.912037209,8.130978937
1,1,17.36670361,291.56,0.53,0.27583826,1.331992011,-0.060684235,2.517392493,4.719325076
1,1,-12.35177501,267.55,0.354,-1.813092506,4.048172389,-0.997171755,4.835514784,4.440794364
1,1,-60.99887312,211.67,0.577,-6.929206196,-4.937804461,-6.078944659,-3.997486964,-4.228186286
1,1,-21.43465536,257.04,0.398,-6.312872196,1.587210272,-3.78075709,0.736698669,1.477621174
1,1,14.58751733,292.9,0.403,-5.101505496,2.38659822,-4.392424594,1.968005035,-0.297435716
1,1,23.59152297,302.65,0.38,2.384207889,3.092032407,1.228280877,7.204966813,6.311982072
1,1,5.631261118,284.56,0.384,9.345072018,4.68342254,9.638292074,6.012215361,5.514231796
1,1,19.20804103,297.78,0.395,-2.137157027,-2.176347681,-4.010104072,-1.365339432,-0.896266268
1,1,22.17021372,300.58,0.4,1.539636626,2.793912041,-0.44371683,8.466829926,8.529160002
1,1,12.38649811,293.91,0.304,2.366436976,6.260430204,1.34213267,7.408694953,6.815115182
1,1,-19.83570275,258.12,0.414,1.380691993,2.047241191,2.28667229,-1.518475593,0.369890397
1,1,-29.11316215,251.34,0.337,-1.41400103,0.128841145,-1.430650571,0.319432913,0.835082127
1,1,-1.337118065,273.44,0.512,-2.710748698,0.029250505,-1.799804056,0.127953804,0.179609877
1,1,-263.1428224,16.24,0.37,1.311299506,0.964727473,2.084238811,0.353700067,2.974345286
1,1,21.04995187,299.33,0.404,-2.761090862,-6.361757831,-2.367981662,-3.905577421,-3.245922788
1,1,-16.87952443,261.66,0.396,-1.126337416,-1.864850217,-0.815602699,-0.600291952,1.563542992
1,1,-9.913530065,267.88,0.419,-0.375907016,-0.368518802,-0.629660783,3.114994533,3.109704738
1,1,-26.93222082,251.51,0.399,1.668657006,0.749829944,0.353492942,3.986839518,4.446911573
1,1,-13.68091157,265.41,0.379,-2.052680796,-0.488926878,-1.02642047,-2.666939564,-1.941172345
1,1,12.4945591,290.58,0.41,-5.553294194,-2.814460008,-6.022630847,-0.979598616,-0.779889885
1,1,-12.94588671,263.68,0.455,-2.424711116,-1.562252533,-0.882584764,0.407205355,-0.212664916
1,1,-7.401095527,270.36,0.42,-3.537255049,-3.098315443,-2.975245816,-5.695932537,-5.996815246
1,1,20.96702181,302.75,0.296,-2.242098146,-3.256270032,-3.203468895,-2.269251075,-2.429725499
1,1,12.13301617,293.17,0.319,-5.78500045,-4.223363607,-7.061095572,-3.774078693,-4.592764709
1,1,47.09935028,326.32,0.375,-5.077563562,-1.035867022,-4.692129481,-5.906341106,-4.636854524
1,1,29.03055346,306.37,0.433,3.335387261,-0.822289362,2.44267323,-4.469852939,-4.151386453
1,1,-49.63803123,230.88,0.335,2.206720253,3.243638591,0.515097796,1.037997792,0.701822282
1,1,18.48775101,293.2,0.514,-2.55833623,-2.117959716,-3.209953111,-1.229030411,-0.94233681
1,2,28.48280404,304.46,0.475,-1.341615853,-2.106564265,-1.668299748,-3.245899811,-2.70887661
1,2,27.22576228,303.43,0.468,-0.682561302,-1.36590069,-2.965521209,-12.04591542,-11.58152282
1,2,45.72748916,320.31,0.518,1.283260545,-1.731824404,1.43012992,7.202479988,8.007987603
1,2,60.3670997,340.95,0.333,0.513924918,-0.960323574,-0.929857063,-2.756374072,-5.18415591
1,2,57.29406357,338.85,0.303,-1.805635506,-2.810075221,-3.044538605,-1.621920422,-0.806390266
1,2,21.82631415,302.02,0.345,0.089049467,-1.377971726,-1.170855151,0.955293632,0.345761453
1,2,43.85856473,322.69,0.387,0.627485744,0.109001783,0.781099238,5.078209639,6.910729968
1,2,36.91531647,311.66,0.513,0.544186946,1.716154128,1.013532427,-2.685675561,-2.026834481
1,2,24.61615174,294.82,0.653,-1.392615214,-0.130801767,-1.923554948,-4.99125047,-4.336310825
1,2,15.83021372,294.24,0.4,0.388952948,-3.847932678,-0.26206388,-3.275766492,-2.6953278
1,2,1.460737419,280.13,0.392,-2.582090917,-0.577775745,-2.032771355,-5.421198785,-4.483142832
1,2,5.187517333,283.5,0.403,-0.083689214,-0.637009141,1.974374041,-2.248013051,-0.623275385
1,2,-2.812454495,279.23,0.288,-1.253389837,0.623757151,-1.035160949,0.394366679,0.104445876
1,2,57.12736155,337.84,0.329,1.047581576,0.352054251,-0.36657731,-1.733511776,-0.973274085
1,2,18.92332774,295.16,0.467,-5.634323898,-1.54956578,-6.254576397,-3.633859649,-3.702802461
1,2,29.65212456,307.77,0.409,-2.745931538,-1.170017857,-2.635428965,-3.799331427,-3.816124844
1,2,5.315344645,283.79,0.398,-1.47924241,-1.778793062,-0.990218273,-5.619033307,-4.070439556
1,2,20.65078714,294.39,0.544,0.073853151,-0.173193666,0.216186216,1.088605661,1.106639047
1,2,4.126837849,284.58,0.337,-1.982917156,-4.904557404,-2.817638258,3.874436796,3.272193344
1,2,-158.4242095,121.51,0.353,-2.312259409,-3.054287333,-2.242486953,0.954351477,2.207386206
1,2,16.70736155,297.42,0.329,-2.917784691,-5.341427464,-3.000983834,-4.152223766,-4.606108168
1,2,-78.3464883,199.22,0.426,1.010708735,0.102331835,0.569146907,-4.603447184,-4.32226181
1,2,31.37830288,310.08,0.391,-9.04601195,-3.504330497,-6.079010141,-11.31209216,-11.29598918
1,2,7.653773548,285.35,0.422,1.461458529,2.893105058,3.289022943,-1.386544673,-0.877746
1,2,23.3255286,303.13,0.357,7.907107429,2.476344996,6.929979563,6.580179542,6.449213256
1,2,-2.732928474,274.12,0.448,-1.043453691,1.691476058,-1.436587486,-1.462471864,-3.882584105
1,2,27.39916632,305.29,0.416,0.526342402,0.46406297,0.080907463,-3.55235704,-3.660715653
1,2,20.54204667,299.86,0.372,-2.780741874,-0.192598195,-2.124932531,-1.633196678,-1.633693364
1,2,-9.187351742,269.19,0.401,-1.678887112,-0.008930234,-1.312915221,-1.606808977,-1.719293449
1,2,-10.563424,269.76,0.341,3.250618364,3.991972108,3.624514973,4.092068151,4.956927123
1,2,17.54165058,290.47,0.569,2.038104558,5.274071706,2.522689239,2.510349922,2.670838765
1,2,1.468904473,279.23,0.42,-0.462604555,-2.279343712,-1.885862254,0.405069137,0.813579927
1,2,19.20175664,294.66,0.491,0.350133733,3.976043792,-0.076530096,3.85249117,1.355507896
1,2,26.23429725,304.19,0.414,8.742490216,6.067206069,7.795428753,4.873176098,4.932200432
1,2,30.13901054,310.43,0.342,2.976510286,1.057103728,1.552726058,7.600103825,7.690617686
1,2,14.41024189,296.55,0.285,-8.189332084,-1.673342553,-6.663667393,-4.077329881,-1.519678558
1,2,-25.13900073,253.66,0.388,6.518490942,0.244688824,7.442287564,3.341406692,5.563983741
1,2,-35.87968022,245.06,0.322,5.305479639,-2.56458004,6.270264721,2.081363373,1.939344976
1,2,-54.43449957,221.64,0.472,-0.81638728,2.548336882,-1.826026175,2.565209506,1.687432079
1,2,38.76631415,318.96,0.345,1.645746664,1.907368688,0.074629574,0.913569344,0.13347572
1,2,2.139612129,281.49,0.371,4.907645188,-0.167335863,4.185111177,5.624251842,5.249337735
1,2,-11.05764176,263.46,0.52,1.126490617,2.091712236,-0.659314361,8.129847407,9.376662876
1,2,-190.7463043,88.15,0.385,-0.282098875,-0.486224308,0.074030575,-2.975916028,-2.373299819
1,2,12.61257037,292.19,0.364,-0.624129539,1.173658717,0.136729673,1.591181978,2.989645009
1,2,-24.1254409,253.96,0.41,-3.054889692,-2.331581916,-3.007825595,-0.033296342,-0.282255721
1,2,-5.388477033,273.67,0.38,1.609637337,-2.058925484,1.954053432,-2.469167572,-0.674827559
1,2,-5.530203914,275.15,0.33,-0.928467598,-2.487676326,-0.835378516,-3.002653867,-2.609092742
1,2,-35.22656619,243.54,0.389,-0.978962584,-2.318845765,-1.202215373,0.348217802,0.314318917
1,2,15.27257037,294.85,0.364,-1.625944327,-3.596552968,-3.393930987,2.326871745,2.156665092
1,2,-12.29546908,262.06,0.525,-4.074242416,-3.903930739,-4.759019721,-1.329629654,-0.93817124
1,2,-28.57873888,250.35,0.384,-1.252954295,-2.586103452,-2.515559387,-2.427393317,-0.93724319
1,2,-10.71106736,270.78,0.305,2.406669334,1.128954065,1.701882546,6.732490882,6.821086469
1,2,-4.753084258,274.5,0.374,-1.754648789,-0.279712145,-1.812087981,-0.823043963,-1.798477242
1,2,24.67613019,303.54,0.386,-1.960132803,-1.442244064,-3.08480328,1.48714695,1.774581425
1,2,9.128380774,286.63,0.428,-3.038213523,-1.10393163,-2.471814302,-2.069487698,-3.937900294
1,2,-27.65735174,250.72,0.401,-2.856293616,0.534244263,-2.973194599,1.569817904,0.165383706
1,2,55.88759523,333,0.44,-1.898251192,-2.940751396,-2.898311937,-4.553860575,-5.181639402
1,2,46.8345591,324.92,0.41,1.575181385,4.849251534,0.145690795,-0.42327461,-0.64222149
1,2,29.85819682,306.03,0.469,-0.794667868,0.07392257,-1.470135133,-0.46931001,-0.793736655
1,2,-12.23127948,264.2,0.461,3.740919891,0.150949975,2.234767625,-3.170677401,-2.781429363
1,2,-6.326388861,261.38,0.73,3.835714924,4.279761101,3.259215751,4.811725557,5.301350552
1,2,27.13921604,300.1,0.568,8.304734933,5.111750672,7.313491929,2.51858126,3.188836932
1,2,45.6483526,319.42,0.543,-2.385568581,1.596402077,-2.292772684,1.656341105,1.791421324
2,0,50.02497419,348.55,0.482,-3.863022704,-0.205407171,-2.383974584,-1.715991333,-1.170903825
2,0,26.73746709,337.5,0.406,-4.523122769,1.499323955,-2.638464825,0.213333381,-0.24259359
2,0,59.33310452,348.68,0.539,-2.285644271,-2.100343805,-2.712443718,1.146720579,0.575900199
2,0,-5.482957831,300.61,0.435,-7.521866899,-3.053248368,-6.887950516,-4.857208997,-3.563051359
2,0,4.08585235,319.84,0.375,-2.753020293,-2.263777714,-1.998978798,-1.325106999,-0.312554308
2,0,16.81828862,329.03,0.397,-1.703163335,-1.078352084,0.902038532,-3.045297407,-4.140803092
2,0,-33.3494451,284.82,0.36,-3.878730793,-6.549655626,-2.198059413,-3.007420205,-1.448047415
2,0,-10.16632888,266.46,0.618,-2.927592789,2.669693476,-2.12086184,-0.064440521,-0.545527399
2,0,-4.899445104,313.27,0.36,-1.444762595,3.097111156,-1.171448812,-2.168333352,-0.469546148
2,0,-33.13253291,277.63,0.406,-1.80661313,1.595304944,-3.245403972,1.752499599,0.666132143
2,0,-24.53930343,276.24,0.468,-0.26214433,5.680443513,-0.562696997,3.289781004,2.21005891
2,0,13.16457759,314.91,0.462,-2.967905088,-2.461269628,-2.572172928,0.833311306,-0.103727252
2,0,6.465654047,323.83,0.365,-2.276153361,-0.878522765,-1.965478228,-1.846854871,-0.705853578
2,0,-46.41066324,273.53,0.349,-0.694528725,-0.522657121,-1.005586183,-1.537065882,-2.19986226
2,0,-41.17927512,267.49,0.419,-2.046941848,-2.96943268,-2.036036259,-5.478831738,-4.058569841
2,0,-92.551938,213.38,0.436,-0.440272103,0.953235577,-0.243359498,0.660644053,-1.213894768
2,0,-23.27720714,292.96,0.372,-2.659824716,-3.098555126,-1.635936913,-0.668397718,-0.959331815
2,0,-44.00865189,267.72,0.4,0.039601531,-0.042311109,1.228714448,-0.999223467,-2.339467251
2,0,-4.21151308,306.39,0.407,-1.316655488,-6.082066373,-2.055051662,-7.635331422,-5.608211061
2,0,-11.81335444,297.5,0.415,-6.657397647,-9.158005363,-9.250598001,-11.66639945,-9.201689679
2,0,-55.47516738,203.6,0.727,-0.91389566,-0.863754545,-0.334222622,0.262487902,0.07914252
2,0,-45.31352443,273.5,0.356,6.100356303,3.112244957,4.5377684,4.100430861,6.439174839
2,0,21.09647557,339.91,0.356,10.54064023,7.419467562,9.792821217,6.836768165,8.429428308
2,0,-61.95638561,255.73,0.363,-3.059039154,-0.90326698,-2.586989631,-3.887860619,-1.204916213
2,0,-20.73105984,302.43,0.329,3.281034702,-4.0101356,2.330521947,-3.182367403,-2.127879104
2,0,-9.074544256,309.9,0.355,-4.46818742,-0.655409759,-3.048752713,-3.04865273,-4.377039122
2,0,37.09131979,340.93,0.449,-6.082788116,-3.996166631,-4.389491278,-2.300199501,-1.685169585
2,0,17.93321778,338.84,0.343,-3.975585705,0.941556224,-3.684991437,-1.689461996,-0.782195827
2,0,59.11367112,335.74,0.618,-1.703588821,-1.229897179,-2.312326965,0.055759191,2.123213452
2,0,46.33027165,342.44,0.497,-0.739147679,1.625202988,-2.069045845,2.998878837,2.970666751
2,0,-0.200861541,321.35,0.339,-11.32519361,-14.59230835,-10.17443676,-17.23990107,-18.96656206
2,0,-0.68516748,315.23,0.374,-0.564874851,-0.721545197,-1.023689952,-4.073224604,-2.108793212
2,0,-20.53332612,296.67,0.366,4.534825501,9.975897061,3.47247538,2.704110567,3.934197711
2,0,-59.78154139,242.93,0.456,7.26774286,2.894729074,7.310970068,4.580694959,3.912228455
2,0,-7.476640546,296.04,0.451,-2.877803514,-2.210293189,-2.09457714,0.326813644,-0.921949968
2,0,-9.990464935,308.34,0.359,-1.314044585,-2.993336571,-1.559589136,-0.750392446,0.335883611
2,0,18.36766539,327.52,0.416,-4.48467079,-6.478156291,-5.828852046,-5.909859464,-8.404702187
2,0,12.5946059,322.23,0.413,5.550885464,7.247308204,4.016936439,3.437408283,6.180665244
2,0,22.40381269,338.48,0.373,-5.547714077,-12.1414941,-5.169475338,-9.616112173,-14.81656987
2,0,37.28197133,352.07,0.381,2.283120749,-3.407291717,3.872204781,-6.449278861,-7.045624764
2,0,-39.05440258,262.53,0.463,5.336814391,5.389945683,4.272423989,2.593474343,3.359334127
2,0,13.70624896,326.24,0.395,1.400560589,4.340486144,0.703723918,2.711831279,3.631137392
2,0,13.11140474,340.62,0.302,-5.741784008,-6.838922802,-3.434391868,-5.79346323,-8.315630934
2,0,16.04239625,335.5,0.352,-4.164093018,-2.837793195,-2.915351415,-5.047140613,-3.388645478
2,0,-29.99802867,284.79,0.381,-21.6989726,-17.76471926,-18.42312245,-18.48826241,-19.03596803
2,0,13.30463422,330.83,0.364,-8.040257504,-1.622308704,-7.921675515,-4.365568221,-0.914278429
2,0,3.484209296,316.34,0.393,4.526063216,5.55381869,3.140342262,2.306145385,2.066020385
2,0,3.891546411,314.01,0.41,0.866583436,5.473360802,0.262821895,2.316938143,2.105251496
2,0,22.77851524,341.27,0.358,1.234521532,4.666035012,0.675434625,4.309467442,3.659002156
2,0,40.00616401,328.87,0.542,-11.48792884,-10.61112854,-8.737721801,-13.74734357,-15.8345203
2,0,27.26888353,334.65,0.427,-1.009394973,2.301220466,-1.224376313,4.212080739,6.692852108
2,0,-38.07797194,235.65,0.636,2.579301483,4.804618559,2.605630638,2.930815965,3.926333598
2,0,32.68953507,351.02,0.359,4.518583191,6.004336006,3.624990681,6.252987087,5.999578445
2,0,-80.29494086,241.9,0.335,0.079602745,0.324029154,-0.961014058,-6.895270765,-10.15648628
2,0,28.53378438,336.72,0.422,-26.22826908,-27.20549925,-21.57601309,-25.69072878,-27.45876768
2,0,1.900923187,308.96,0.429,-16.72420763,-13.12777612,-14.24387846,-19.73619133,-19.25563572
2,0,-33.72394935,280.42,0.385,-9.132025844,-6.288438032,-8.405520296,-7.909855098,-4.84438352
2,0,11.33831693,331.44,0.348,1.16635009,6.064556574,2.356183872,3.87866639,4.91520863
2,0,1.470781514,325.92,0.321,1.289712835,3.5632852,2.299194819,0.934782313,2.13777076
2,0,-27.62400598,270.74,0.483,9.847361188,6.723417746,7.999546504,5.84945479,6.918666052
2,0,26.02134811,337.75,0.4,2.126709675,-7.710438879,1.110209635,-0.667053069,-1.695307314
2,0,11.213841,335.18,0.324,-17.16441737,-18.60999223,-15.28281193,-20.58993173,-22.3640541
2,0,2.785030823,317.09,0.384,10.28365276,7.399404852,6.754190242,5.311242588,7.260179188
2,0,-2.493722729,317.93,0.346,6.109102713,8.02045595,2.956771937,0.757560514,4.365141616
2,0,6.685625733,316.16,0.414,7.3189434,10.97970297,4.122875515,1.709114587,4.627690445
2,0,7.628118629,329.34,0.338,-8.613312972,-4.60303334,-8.467767859,-5.727507189,-7.590698367
2,0,8.16854355,334.55,0.309,-0.116186001,2.891663434,-1.025865131,2.812359309,2.360800317
2,0,-9.27780205,311.79,0.342,9.062309842,7.445021328,7.191528583,8.639773697,9.214266881
2,0,13.10015829,334.49,0.34,11.0038546,5.809175705,8.643468523,8.487909734,8.938574273
2,0,7.577495405,326.23,0.357,14.22742146,10.08170467,10.55331805,12.00780511,13.61526672
2,0,3.892792859,320.13,0.372,12.74284057,8.159089139,9.840058661,12.76234281,10.87024867
2,1,39.32231131,335.11,0.499,-2.69791391,0.204298584,-3.441198435,-0.49090633,0.259566997
2,1,44.09905351,341.98,0.486,-2.401626957,1.821995183,-1.563960781,0.559324087,2.269407443
2,1,35.21641895,338.25,0.454,-1.566206882,1.753628723,-0.686006802,0.133695022,1.735391222
2,1,-67.29845349,185.98,0.763,0.652507403,2.11245222,1.543459174,0.748209597,-0.316249041
